id,name,scope_type,identity_status,number_assignment_status,scope_note,scope_limit,company_references,source_refs,checked_financial_field_count,latest_checked_financial_field_count
firm-56,SAMI Consulting Ltd,catalogue_scope_linked_to_registered_entity,registry_identity_reference_checked,recorded_company_number_source_linked,Catalogue scope associated with the cited registered entity; the catalogue name may abbreviate a legal or business name.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.","[{""company_number"": ""03756030"", ""organisation_id"": ""legal-GB-03756030"", ""register_jurisdiction"": ""GB"", ""registered_name"": null, ""relationship"": ""registered entity associated with this catalogue scope"", ""source_refs"": [{""checked_on"": ""2026-09-12"", ""locator"": ""Companies House overview: Registered office address block"", ""source_id"": ""source-9181caadaffe92f7d7b0""}]}]","[{""checked_on"": ""2026-09-12"", ""locator"": ""Companies House overview: Registered office address block"", ""source_id"": ""source-9181caadaffe92f7d7b0""}]",0,0
firm-30,SQW Ltd,catalogue_scope_linked_to_registered_entity,registry_identity_reference_checked,recorded_company_number_source_linked,Catalogue scope associated with the cited registered entity; the catalogue name may abbreviate a legal or business name.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.","[{""company_number"": ""01701564"", ""organisation_id"": ""legal-GB-01701564"", ""register_jurisdiction"": ""GB"", ""registered_name"": null, ""relationship"": ""registered entity associated with this catalogue scope"", ""source_refs"": [{""checked_on"": ""2026-09-12"", ""locator"": ""Companies House overview: Registered office address block"", ""source_id"": ""source-3280bbeaa131a8a727a8""}]}]","[{""checked_on"": ""2026-09-12"", ""locator"": ""Companies House overview: Registered office address block"", ""source_id"": ""source-3280bbeaa131a8a727a8""}]",4,4
firm-52,Saltmarsh Economics Ltd,catalogue_scope_linked_to_registered_entity,registry_identity_reference_checked,recorded_company_number_source_linked,Catalogue scope associated with the cited registered entity; the catalogue name may abbreviate a legal or business name.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.","[{""company_number"": ""13681146"", ""organisation_id"": ""legal-GB-13681146"", ""register_jurisdiction"": ""GB"", ""registered_name"": null, ""relationship"": ""registered entity associated with this catalogue scope"", ""source_refs"": [{""checked_on"": ""2026-09-12"", ""locator"": ""Visible DOM text, Registered office address block"", ""source_id"": ""source-35dc51980fd3d8be6f43""}]}]","[{""checked_on"": ""2026-09-12"", ""locator"": ""Visible DOM text, Registered office address block"", ""source_id"": ""source-35dc51980fd3d8be6f43""}]",0,0
firm-38,Secretariat International UK,catalogue_scope_linked_to_registered_entity,registry_identity_reference_checked,recorded_company_number_source_linked,Catalogue scope associated with the cited registered entity; the catalogue name may abbreviate a legal or business name.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.","[{""company_number"": ""09692990"", ""organisation_id"": ""legal-GB-09692990"", ""register_jurisdiction"": ""GB"", ""registered_name"": null, ""relationship"": ""registered entity associated with this catalogue scope"", ""source_refs"": [{""checked_on"": ""2026-09-12"", ""locator"": ""Registered office address block"", ""source_id"": ""source-59e6cd9cfe1f3f01b2f7""}]}]","[{""checked_on"": ""2026-09-12"", ""locator"": ""Registered office address block"", ""source_id"": ""source-59e6cd9cfe1f3f01b2f7""}]",4,4
firm-90,Simetrica-Jacobs Ltd,catalogue_scope_linked_to_registered_entity,registry_identity_reference_checked,recorded_company_number_source_linked,Catalogue scope associated with the cited registered entity; the catalogue name may abbreviate a legal or business name.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.","[{""company_number"": ""09035322"", ""organisation_id"": ""legal-GB-09035322"", ""register_jurisdiction"": ""GB"", ""registered_name"": null, ""relationship"": ""registered entity associated with this catalogue scope"", ""source_refs"": [{""checked_on"": ""2026-09-12"", ""locator"": ""Companies House overview: Registered office address block"", ""source_id"": ""source-c2e05036cf974393024e""}]}]","[{""checked_on"": ""2026-09-12"", ""locator"": ""Companies House overview: Registered office address block"", ""source_id"": ""source-c2e05036cf974393024e""}]",5,5
firm-83,Skylark Consulting Group,catalogue_scope_linked_to_registered_entity,registry_identity_reference_checked,recorded_company_number_source_linked,Catalogue scope associated with the cited registered entity; the catalogue name may abbreviate a legal or business name.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.","[{""company_number"": ""11372815"", ""organisation_id"": ""legal-GB-11372815"", ""register_jurisdiction"": ""GB"", ""registered_name"": null, ""relationship"": ""registered entity associated with this catalogue scope"", ""source_refs"": [{""checked_on"": ""2026-09-12"", ""locator"": ""Registered name and company number in archived capture"", ""source_id"": ""source-a24750455b5c43f97086""}]}]","[{""checked_on"": ""2026-09-12"", ""locator"": ""Registered name and company number in archived capture"", ""source_id"": ""source-a24750455b5c43f97086""}]",0,0
firm-31,Steer Davies & Gleave Ltd,catalogue_scope_linked_to_registered_entity,registry_identity_reference_checked,recorded_company_number_source_linked,Catalogue scope associated with the cited registered entity; the catalogue name may abbreviate a legal or business name.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.","[{""company_number"": ""01883830"", ""organisation_id"": ""legal-GB-01883830"", ""register_jurisdiction"": ""GB"", ""registered_name"": null, ""relationship"": ""registered entity associated with this catalogue scope"", ""source_refs"": [{""checked_on"": ""2026-09-12"", ""locator"": ""Registered office address block"", ""source_id"": ""source-84d36699610a39d9987e""}]}]","[{""checked_on"": ""2026-09-12"", ""locator"": ""Registered office address block"", ""source_id"": ""source-84d36699610a39d9987e""}]",4,4
firm-58,Stephen Wells Consulting,catalogue_scope_linked_to_registered_entity,registry_identity_reference_checked,recorded_company_number_source_linked,Catalogue scope associated with the cited registered entity; the catalogue name may abbreviate a legal or business name.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.","[{""company_number"": ""11641409"", ""organisation_id"": ""legal-GB-11641409"", ""register_jurisdiction"": ""GB"", ""registered_name"": null, ""relationship"": ""registered entity associated with this catalogue scope"", ""source_refs"": [{""checked_on"": ""2026-09-12"", ""locator"": ""Registered office address block"", ""source_id"": ""source-7a6f2b4d38d3b3861d6d""}]}]","[{""checked_on"": ""2026-09-12"", ""locator"": ""Registered office address block"", ""source_id"": ""source-7a6f2b4d38d3b3861d6d""}]",0,0
firm-91,The Economist Intelligence Unit Ltd,catalogue_scope_linked_to_registered_entity,registry_identity_reference_checked,recorded_company_number_source_linked,Catalogue scope associated with the cited registered entity; the catalogue name may abbreviate a legal or business name.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.","[{""company_number"": ""01762617"", ""organisation_id"": ""legal-GB-01762617"", ""register_jurisdiction"": ""GB"", ""registered_name"": null, ""relationship"": ""registered entity associated with this catalogue scope"", ""source_refs"": [{""checked_on"": ""2026-09-12"", ""locator"": ""Registered office address block"", ""source_id"": ""source-c138b1bd77c067f254d4""}]}]","[{""checked_on"": ""2026-09-12"", ""locator"": ""Registered office address block"", ""source_id"": ""source-c138b1bd77c067f254d4""}]",4,4
firm-92,Vivid Economics Ltd,catalogue_scope_linked_to_registered_entity,registry_identity_reference_checked,recorded_company_number_source_linked,Catalogue scope associated with the cited registered entity; the catalogue name may abbreviate a legal or business name.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.","[{""company_number"": ""05840846"", ""organisation_id"": ""legal-GB-05840846"", ""register_jurisdiction"": ""GB"", ""registered_name"": null, ""relationship"": ""registered entity associated with this catalogue scope"", ""source_refs"": [{""checked_on"": ""2026-09-12"", ""locator"": ""Registered office address block"", ""source_id"": ""source-9efe565df1bf92e638fa""}]}]","[{""checked_on"": ""2026-09-12"", ""locator"": ""Registered office address block"", ""source_id"": ""source-9efe565df1bf92e638fa""}]",0,0
firm-23,Volterra Partners LLP,catalogue_scope_linked_to_registered_entity,registry_identity_reference_checked,recorded_company_number_source_linked,Catalogue scope associated with the cited registered entity; the catalogue name may abbreviate a legal or business name.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.","[{""company_number"": ""OC361729"", ""organisation_id"": ""legal-GB-OC361729"", ""register_jurisdiction"": ""GB"", ""registered_name"": null, ""relationship"": ""registered entity associated with this catalogue scope"", ""source_refs"": [{""checked_on"": ""2026-09-12"", ""locator"": ""Registered office address block"", ""source_id"": ""source-4aec3103e5537679c8d7""}]}]","[{""checked_on"": ""2026-09-12"", ""locator"": ""Registered office address block"", ""source_id"": ""source-4aec3103e5537679c8d7""}]",0,0
firm-24,WPI Economics Ltd,catalogue_scope_linked_to_registered_entity,registry_identity_reference_checked,recorded_company_number_source_linked,Catalogue scope associated with the cited registered entity; the catalogue name may abbreviate a legal or business name.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.","[{""company_number"": ""10086986"", ""organisation_id"": ""legal-GB-10086986"", ""register_jurisdiction"": ""GB"", ""registered_name"": null, ""relationship"": ""registered entity associated with this catalogue scope"", ""source_refs"": [{""checked_on"": ""2026-09-12"", ""locator"": ""Registered office address block"", ""source_id"": ""source-68806a4d61b02d2c180b""}]}]","[{""checked_on"": ""2026-09-12"", ""locator"": ""Registered office address block"", ""source_id"": ""source-68806a4d61b02d2c180b""}]",0,0
firm-49,Warwick Economics & Development,catalogue_scope_linked_to_registered_entity,registry_identity_reference_checked,recorded_company_number_source_linked,Catalogue scope associated with the cited registered entity; the catalogue name may abbreviate a legal or business name.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.","[{""company_number"": ""07531279"", ""organisation_id"": ""legal-GB-07531279"", ""register_jurisdiction"": ""GB"", ""registered_name"": null, ""relationship"": ""registered entity associated with this catalogue scope"", ""source_refs"": [{""checked_on"": ""2026-09-12"", ""locator"": ""Registered office address block"", ""source_id"": ""source-b7e92736b6c9a7ed92b1""}]}]","[{""checked_on"": ""2026-09-12"", ""locator"": ""Registered office address block"", ""source_id"": ""source-b7e92736b6c9a7ed92b1""}]",0,0
firm-55,Westbourne Research Services,catalogue_scope_linked_to_registered_entity,registry_identity_reference_checked,recorded_company_number_source_linked,Catalogue scope associated with the cited registered entity; the catalogue name may abbreviate a legal or business name.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.","[{""company_number"": ""09325127"", ""organisation_id"": ""legal-GB-09325127"", ""register_jurisdiction"": ""GB"", ""registered_name"": null, ""relationship"": ""registered entity associated with this catalogue scope"", ""source_refs"": [{""checked_on"": ""2026-09-12"", ""locator"": ""Registered office address block"", ""source_id"": ""source-51bb6edaeaaf282caca7""}]}]","[{""checked_on"": ""2026-09-12"", ""locator"": ""Registered office address block"", ""source_id"": ""source-51bb6edaeaaf282caca7""}]",0,0
firm-81,York Aviation LLP,catalogue_scope_linked_to_registered_entity,registry_identity_reference_checked,recorded_company_number_source_linked,Catalogue scope associated with the cited registered entity; the catalogue name may abbreviate a legal or business name.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.","[{""company_number"": ""OC307526"", ""organisation_id"": ""legal-GB-OC307526"", ""register_jurisdiction"": ""GB"", ""registered_name"": null, ""relationship"": ""registered entity associated with this catalogue scope"", ""source_refs"": [{""checked_on"": ""2026-09-12"", ""locator"": ""Registered office address block"", ""source_id"": ""source-6ffb164ac3d278cedd23""}]}]","[{""checked_on"": ""2026-09-12"", ""locator"": ""Registered office address block"", ""source_id"": ""source-6ffb164ac3d278cedd23""}]",0,0
firm-39,eftec,catalogue_scope_linked_to_registered_entity,registry_identity_reference_checked,recorded_company_number_source_linked,Catalogue scope associated with the cited registered entity; the catalogue name may abbreviate a legal or business name.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.","[{""company_number"": ""02917907"", ""organisation_id"": ""legal-GB-02917907"", ""register_jurisdiction"": ""GB"", ""registered_name"": null, ""relationship"": ""registered entity associated with this catalogue scope"", ""source_refs"": [{""checked_on"": ""2026-09-12"", ""locator"": ""Registered office address block"", ""source_id"": ""source-528dabdb1201f843a9ca""}]}]","[{""checked_on"": ""2026-09-12"", ""locator"": ""Registered office address block"", ""source_id"": ""source-528dabdb1201f843a9ca""}]",0,0
